response_datetime,problem,is_911_call,primary_offense,subject_injury,force_type,force_type_action,race,sex,age,type_resistance,precinct,neighborhood
4/28/2020 18:33,Officer Needs Help ,No,AOA     ,,Bodily Force,Joint Lock,Black,Male,28.0,Fled on Foot                                                                   ,1,Elliot Park
4/29/2020 0:53,Domestic Abuse-In Progress ,Yes,DASTR   ,,Bodily Force,Punch,Black,Male,20.0,Other                                                                          ,4,Jordan
4/29/2020 0:53,Domestic Abuse-In Progress ,Yes,DASTR   ,,Bodily Force,Takedown,Black,Male,20.0,Fled on Foot                                                                   ,4,Jordan
4/29/2020 0:53,Domestic Abuse-In Progress ,Yes,DASTR   ,,Bodily Force,Body Weight Pin,Black,Male,20.0,Fled on Foot                                                                   ,4,Jordan
4/29/2020 15:18,Unknown Trouble ,Yes,SHOPLF  ,,Bodily Force,Takedown,White,Female,25.0,Commission of a Crime                                                          ,1,Downtown West
4/29/2020 15:18,Unknown Trouble ,Yes,SHOPLF  ,,Bodily Force,Joint Lock,White,Female,25.0,Commission of a Crime                                                          ,1,Downtown West
4/29/2020 17:50,Assault in Progress ,Yes,ASLT4   ,,Bodily Force,Takedown,,Female,51.0,Assaulted Officer                                                              ,4,Jordan
4/29/2020 17:50,Assault in Progress ,Yes,ASLT4   ,,Bodily Force,Body Weight Pin,,Female,51.0,,4,Jordan
4/29/2020 17:50,Assault in Progress ,Yes,ASLT4   ,,Bodily Force,Body Weight Pin,,Female,51.0,Assaulted Officer                                                              ,4,Jordan
4/29/2020 17:50,Assault in Progress ,Yes,ASLT4   ,,Bodily Force,Takedown,,Female,51.0,,4,Jordan
4/29/2020 18:23,ShotSpotter Activation ,No,ASLT2   ,,Chemical Irritant,Crowd Control Mace,Black,Female,,Verbal Non-Compliance                                                          ,4,Hawthorne
4/30/2020 13:57,Disturbance ,Yes,THREAT  ,,Bodily Force,Knee,Black,Male,41.0,Tensed                                                                         ,2,Marcy Holmes
4/30/2020 19:24,Theft ,No,ROBBIZ  ,,Maximal Restraint Technique,Side Recovery Position,Black,Male,27.0,,4,Near - North
4/30/2020 19:24,Theft ,No,ROBBIZ  ,,Taser,Firing Darts,Black,Male,27.0,Commission of a Crime                                                          ,4,Near - North
4/30/2020 19:24,Theft ,No,ROBBIZ  ,,Maximal Restraint Technique,Side Recovery Position,Black,Male,27.0,Fled on Foot                                                                   ,4,Near - North
4/30/2020 19:24,Theft ,No,ROBBIZ  ,,Bodily Force,Body Weight Pin,Black,Male,27.0,Commission of a Crime                                                          ,4,Near - North
4/30/2020 19:24,Theft ,No,ROBBIZ  ,,Bodily Force,Body Weight Pin,Black,Male,27.0,,4,Near - North
4/30/2020 19:24,Theft ,No,ROBBIZ  ,,Bodily Force,Body Weight Pin,Black,Male,27.0,Fled on Foot                                                                   ,4,Near - North
5/1/2020 0:17,Suspicious Vehicle ,Yes,WEAPKN  ,,Bodily Force,Takedown,Black,Male,51.0,Tensed                                                                         ,3,Midtown Phillips
5/2/2020 19:13,Suspicious Person ,No,ASLT4   ,,Bodily Force,Body Weight Pin,Black,Female,28.0,Tensed                                                                         ,5,Whittier
5/2/2020 19:13,Suspicious Person ,No,ASLT4   ,,Bodily Force,Takedown,Black,Female,28.0,Tensed                                                                         ,5,Whittier
5/3/2020 19:33,Person with a Weapon ,Yes,THREAT  ,,Less Lethal,Bean Bag Round,White,Male,29.0,Other                                                                          ,5,Linden Hills
5/3/2020 19:40,Unknown Trouble ,Yes,DISCON  ,,Bodily Force,Takedown,Black,Male,27.0,Verbal Non-Compliance                                                          ,3,Phillips West
5/3/2020 22:50,Traffic Law Enforcement ,No,FLEEFT  ,,Police K9 Bite,Off Lead,Black,Male,14.0,Fled in a Vehicle                                                              ,1,Cedar Riverside
5/3/2020 22:50,Traffic Law Enforcement ,No,FLEEFT  ,,Bodily Force,Body Weight Pin,Black,Male,14.0,Fled in a Vehicle                                                              ,1,Cedar Riverside
5/3/2020 22:50,Traffic Law Enforcement ,No,FLEEFT  ,,Bodily Force,Body Weight Pin,Black,Male,14.0,Fled in a Vehicle                                                              ,1,Cedar Riverside
5/3/2020 22:50,Traffic Law Enforcement ,No,FLEEFT  ,,Bodily Force,Body Weight Pin,Black,Male,14.0,Fled in a Vehicle                                                              ,1,Cedar Riverside
5/4/2020 21:13,Audible Business Alarm ,No,BURGB   ,,Bodily Force,Takedown,Native American,Male,26.0,Fled on Foot                                                                   ,3,East Phillips
5/5/2020 2:00,Unwanted Person ,Yes,BURGB   ,,Bodily Force,Punch,Black,Male,33.0,Fled on Foot                                                                   ,5,Whittier
5/5/2020 2:00,Unwanted Person ,Yes,BURGB   ,,Bodily Force,Body Weight Pin,Black,Male,33.0,Fled on Foot                                                                   ,5,Whittier
5/5/2020 10:43,Suspicious Person ,No,ASLT4   ,,Bodily Force,Body Weight Pin,Black,Male,38.0,Assaulted Officer                                                              ,1,Downtown West
5/5/2020 10:43,Suspicious Person ,No,ASLT4   ,,Bodily Force,Takedown,Black,Male,38.0,Assaulted Officer                                                              ,1,Downtown West
5/5/2020 10:43,Suspicious Person ,No,ASLT4   ,,Bodily Force,Body Weight Pin,Black,Male,38.0,Assaulted Officer                                                              ,1,Downtown West
5/5/2020 14:58,Theft ,Yes,THEFT   ,,Taser,Firing Darts,Black,Male,28.0,Fled on Foot                                                                   ,2,Northeast Park
5/5/2020 17:14,Theft ,No,SHOPLF  ,,Bodily Force,Takedown,Black,Female,16.0,Fled on Foot                                                                   ,2,Northeast Park
5/5/2020 19:28,Suspicious Person ,Yes,TRSPAS  ,,Bodily Force,Push Away,Black,Male,15.0,,4,Hawthorne
5/6/2020 1:35,Burglary Biz - In Progress ,Yes,BURGB   ,,Maximal Restraint Technique,Side Recovery Position,Black,Male,31.0,Tensed                                                                         ,1,Loring Park
5/6/2020 1:35,Burglary Biz - In Progress ,Yes,BURGB   ,,Maximal Restraint Technique,Side Recovery Position,Black,Male,31.0,Commission of a Crime                                                          ,1,Loring Park
5/6/2020 1:35,Burglary Biz - In Progress ,Yes,BURGB   ,,Bodily Force,Takedown,Black,Male,31.0,Tensed                                                                         ,1,Loring Park
5/6/2020 1:35,Burglary Biz - In Progress ,Yes,BURGB   ,,Bodily Force,Body Weight Pin,Black,Male,31.0,Tensed                                                                         ,1,Loring Park
5/6/2020 3:03,Traffic Law Enforcement ,Yes,STOLMV  ,,Bodily Force,Takedown,Black,Male,31.0,Fled on Foot                                                                   ,5,King Field
5/6/2020 3:03,Traffic Law Enforcement ,Yes,STOLMV  ,,Bodily Force,Punch,Black,Male,31.0,Fled on Foot                                                                   ,5,King Field
5/6/2020 3:03,Traffic Law Enforcement ,Yes,STOLMV  ,,Bodily Force,Body Weight Pin,Black,Male,31.0,Fled on Foot                                                                   ,5,King Field
5/6/2020 22:06,Emotionally Disturb Person ,No,OBSTRU  ,,Chemical Irritant,Personal Mace,White,Female,,Verbal Non-Compliance                                                          ,2,Marcy Holmes
5/6/2020 22:06,Emotionally Disturb Person ,No,OBSTRU  ,,Chemical Irritant,Personal Mace,Black,Male,,,2,Marcy Holmes
5/6/2020 23:58,Traffic Law Enforcement ,No,VDNCO   ,,Taser,Firing Darts,White,Male,26.0,Fled on Foot                                                                   ,2,Bottineau
5/9/2020 3:38,Traffic Law Enforcement ,No,RPLICA  ,,Bodily Force,Punch,White,Male,41.0,Tensed                                                                         ,4,McKinley
5/10/2020 15:25,Domestic Abuse-In Progress ,Yes,ASLT4   ,,Bodily Force,Body Weight Pin,White,Male,29.0,Assaulted Officer                                                              ,5,Lowry Hill East
5/10/2020 15:25,Domestic Abuse-In Progress ,Yes,ASLT4   ,,Improvised Weapon,Other Improvised Weapon,White,Male,29.0,Assaulted Officer                                                              ,5,Lowry Hill East
5/12/2020 11:19,Customer Trouble ,Yes,ASLT4   ,,Bodily Force,Takedown,,Female,33.0,Assaulted Officer                                                              ,1,Downtown East
5/12/2020 11:19,Customer Trouble ,Yes,ASLT4   ,,Maximal Restraint Technique,Side Recovery Position,,Female,33.0,Assaulted Officer                                                              ,1,Downtown East
5/12/2020 22:00,Traffic Law Enforcement ,No,MJINMV  ,,Bodily Force,Takedown,White,Male,37.0,Other                                                                          ,4,Harrison
5/14/2020 17:14,High Risk Warrant Entry ,No,WEAP    ,,Bodily Force,Push Away,Black,Female,33.0,Other                                                                          ,3,Ventura Village
5/14/2020 17:14,High Risk Warrant Entry ,No,WEAP    ,,Improvised Weapon,Firearms As Striking Tool,Black,Female,33.0,Other                                                                          ,3,Ventura Village
5/15/2020 3:06,Suspicious Person ,No,NARC    ,,Bodily Force,Knee,Black,Male,43.0,Fled on Foot                                                                   ,1,Downtown West
5/15/2020 3:06,Suspicious Person ,No,NARC    ,,Bodily Force,Body Weight Pin,Black,Male,43.0,Fled on Foot                                                                   ,1,Downtown West
5/15/2020 3:06,Suspicious Person ,No,NARC    ,,Bodily Force,Punch,Black,Male,43.0,Fled on Foot                                                                   ,1,Downtown West
5/15/2020 3:06,Suspicious Person ,No,NARC    ,,Bodily Force,Body Weight Pin,Black,Male,43.0,Fled on Foot                                                                   ,1,Downtown West
5/15/2020 3:06,Suspicious Person ,No,NARC    ,,Bodily Force,Punch,Black,Male,43.0,Fled on Foot                                                                   ,1,Downtown West
5/15/2020 3:06,Suspicious Person ,No,NARC    ,,Bodily Force,Takedown,Black,Male,43.0,Fled on Foot                                                                   ,1,Downtown West
5/15/2020 3:06,Suspicious Person ,No,NARC    ,,Bodily Force,Slap,Black,Male,43.0,Fled on Foot                                                                   ,1,Downtown West
5/15/2020 12:58,Suspicious Person ,No,TRSPAS  ,,Bodily Force,Takedown,Black,Male,23.0,Fled on Foot                                                                   ,4,Hawthorne
5/15/2020 12:58,Suspicious Person ,No,TRSPAS  ,,Bodily Force,Body Weight Pin,Black,Male,23.0,Fled on Foot                                                                   ,4,Hawthorne
5/15/2020 21:37,Personal Injury Accident ,Yes,OBSTRU  ,,Bodily Force,Slap,Black,Male,48.0,Other                                                                          ,4,Hawthorne
5/15/2020 21:37,Personal Injury Accident ,Yes,OBSTRU  ,,Bodily Force,Push Away,Black,Male,48.0,Other                                                                          ,4,Hawthorne
5/16/2020 20:11,Directed Patrol ,No,NARC    ,,Bodily Force,Knee,Black,Male,48.0,Tensed                                                                         ,1,Downtown West
5/17/2020 15:47,Domestic Abuse-In Progress ,Yes,ASLT5   ,,Bodily Force,Body Weight Pin,,,27.0,Fled on Foot                                                                   ,5,Windom
5/18/2020 16:38,Person with a Weapon ,Yes,OBSTRU  ,,Bodily Force,Takedown,Black,Female,24.0,Tensed                                                                         ,5,Whittier
5/18/2020 16:38,Person with a Weapon ,Yes,OBSTRU  ,,Bodily Force,Body Weight Pin,Black,Female,24.0,Tensed                                                                         ,5,Whittier
5/18/2020 16:40,Check the Welfare ,Yes,CIC     ,,Bodily Force,Takedown,,Male,42.0,Other                                                                          ,5,Steven's Square - Loring Heights
5/18/2020 16:40,Check the Welfare ,Yes,CIC     ,,Bodily Force,Body Weight Pin,,Male,42.0,Tensed                                                                         ,5,Steven's Square - Loring Heights
5/18/2020 16:40,Check the Welfare ,Yes,CIC     ,,Bodily Force,Body Weight Pin,,Male,42.0,Other                                                                          ,5,Steven's Square - Loring Heights
5/18/2020 20:42,Suspicious Person ,No,CIC     ,,Bodily Force,Body Weight Pin,White,Male,28.0,Tensed                                                                         ,2,Audubon Park
5/18/2020 20:42,Suspicious Person ,No,CIC     ,,Bodily Force,Takedown,White,Male,28.0,Tensed                                                                         ,2,Audubon Park
5/19/2020 3:51,Disturbance ,Yes,DASTR   ,,Bodily Force,Takedown,White,Male,42.0,Commission of a Crime                                                          ,3,Central
5/19/2020 3:51,Disturbance ,Yes,DASTR   ,,Taser,Red Dot,White,Male,42.0,Commission of a Crime                                                          ,3,Central
5/19/2020 3:51,Disturbance ,Yes,DASTR   ,,Bodily Force,Body Weight Pin,White,Male,42.0,Commission of a Crime                                                          ,3,Central
5/19/2020 8:12,Bait Vehicle Auto Theft ,No,BAITV   ,,Bodily Force,Takedown,Black,Male,16.0,Fled on Foot                                                                   ,4,Willard - Hay
5/19/2020 8:12,Bait Vehicle Auto Theft ,No,BAITV   ,,Bodily Force,Body Weight Pin,Black,Male,16.0,Fled on Foot                                                                   ,4,Willard - Hay
5/19/2020 12:59,Emotionally Disturb Person ,Yes,CIC     ,,Bodily Force,Takedown,White,Male,46.0,Other                                                                          ,5,Lyndale
5/19/2020 12:59,Emotionally Disturb Person ,Yes,CIC     ,,Taser,Touch,White,Male,46.0,Tensed                                                                         ,5,Lyndale
5/19/2020 12:59,Emotionally Disturb Person ,Yes,CIC     ,,Bodily Force,Body Weight Pin,White,Male,46.0,Tensed                                                                         ,5,Lyndale
5/19/2020 12:59,Emotionally Disturb Person ,Yes,CIC     ,,Bodily Force,Takedown,White,Male,46.0,Other                                                                          ,5,Lyndale
5/19/2020 12:59,Emotionally Disturb Person ,Yes,CIC     ,,Less Lethal,Bean Bag Round,White,Male,46.0,Other                                                                          ,5,Lyndale
5/19/2020 12:59,Emotionally Disturb Person ,Yes,CIC     ,,Bodily Force,Body Weight Pin,White,Male,46.0,Other                                                                          ,5,Lyndale
5/19/2020 18:20,Stabbing ,Yes,DASLT2  ,,Bodily Force,Push Away,White,Male,30.0,Other                                                                          ,5,Armatage
5/19/2020 22:30,Suspicious Person ,Yes,OBSTRU  ,,Bodily Force,Body Weight Pin,Black,Male,20.0,Tensed                                                                         ,4,Folwell
5/19/2020 22:30,Suspicious Person ,Yes,OBSTRU  ,,Bodily Force,Takedown,Black,Male,20.0,Tensed                                                                         ,4,Folwell
5/19/2020 22:30,Suspicious Person ,Yes,OBSTRU  ,,Bodily Force,Body Weight Pin,Black,Male,20.0,Tensed                                                                         ,4,Folwell
5/19/2020 22:30,Suspicious Person ,Yes,OBSTRU  ,,Bodily Force,Takedown,Black,Male,20.0,Tensed                                                                         ,4,Folwell
5/19/2020 22:30,Suspicious Person ,Yes,OBSTRU  ,,Bodily Force,Neck Restraint: subject did not lose conciousness,Black,Male,20.0,Tensed                                                                         ,4,Folwell
5/19/2020 22:48,Emotionally Disturb Person ,Yes,CIC     ,,Bodily Force,Body Weight Pin,Native American,Male,40.0,Other                                                                          ,4,Hawthorne
5/19/2020 22:48,Emotionally Disturb Person ,Yes,CIC     ,,Bodily Force,Punch,Native American,Male,40.0,Assaulted Officer                                                              ,4,Hawthorne
5/20/2020 0:27,Chase on Foot ,Yes,CIC     ,,Bodily Force,Takedown,Black,Male,16.0,Other                                                                          ,5,Windom
5/20/2020 0:27,Chase on Foot ,Yes,CIC     ,,Bodily Force,Body Weight Pin,Black,Male,16.0,Other                                                                          ,5,Windom
5/20/2020 15:42,High Risk Warrant Entry ,No,FINFO   ,,Bodily Force,Body Weight Pin,Black,Male,19.0,Other                                                                          ,4,Jordan
5/21/2020 17:36,Attempted Suicide ,Yes,FORCE   ,,Bodily Force,Push Away,White,Female,31.0,Tensed                                                                         ,4,Folwell
5/21/2020 23:26,Traffic Law Enforcement ,No,DWI     ,,Bodily Force,Takedown,Black,Male,48.0,Other                                                                          ,3,East Phillips
5/21/2020 23:26,Traffic Law Enforcement ,No,DWI     ,,Bodily Force,Body Weight Pin,Black,Male,48.0,Other                                                                          ,3,East Phillips
5/21/2020 23:26,Traffic Law Enforcement ,No,DWI     ,,Bodily Force,Takedown,Black,Male,48.0,Other                                                                          ,3,East Phillips
5/21/2020 23:26,Traffic Law Enforcement ,No,DWI     ,,Bodily Force,Body Weight Pin,Black,Male,48.0,Other                                                                          ,3,East Phillips
5/22/2020 18:27,Check the Welfare ,Yes,OBSTRU  ,,Bodily Force,Body Weight Pin,Native American,Male,36.0,Tensed                                                                         ,5,Lowry Hill
5/22/2020 18:27,Check the Welfare ,Yes,OBSTRU  ,,Taser,Red Dot,Native American,Male,36.0,Tensed                                                                         ,5,Lowry Hill
5/22/2020 18:27,Check the Welfare ,Yes,OBSTRU  ,,Bodily Force,Body Weight Pin,Native American,Male,36.0,Other                                                                          ,5,Lowry Hill
5/22/2020 18:27,Check the Welfare ,Yes,OBSTRU  ,,Taser,Touch,Native American,Male,36.0,Other                                                                          ,5,Lowry Hill
5/22/2020 18:27,Check the Welfare ,Yes,OBSTRU  ,,Bodily Force,Body Weight Pin,Native American,Male,36.0,Other                                                                          ,5,Lowry Hill
5/22/2020 21:06,Check the Welfare ,Yes,CIC     ,,Bodily Force,Body Weight Pin,White,Male,20.0,Fled on Foot                                                                   ,5,Lynnhurst
5/22/2020 21:06,Check the Welfare ,Yes,CIC     ,,Taser,Red Dot,White,Male,20.0,Fled on Foot                                                                   ,5,Lynnhurst
5/22/2020 21:06,Check the Welfare ,Yes,CIC     ,,Bodily Force,Body Weight Pin,White,Male,20.0,Fled on Foot                                                                   ,5,Lynnhurst
5/22/2020 21:49,Suspicious Person ,No,WT      ,,Bodily Force,Takedown,Black,Male,26.0,Fled on Foot                                                                   ,1,North Loop
5/22/2020 21:49,Suspicious Person ,No,WT      ,,Bodily Force,Body Weight Pin,Black,Male,26.0,Fled on Foot                                                                   ,1,North Loop
5/22/2020 21:49,Suspicious Person ,No,WT      ,,Bodily Force,Takedown,Black,Male,26.0,Fled on Foot                                                                   ,1,North Loop
5/22/2020 21:49,Suspicious Person ,No,WT      ,,Bodily Force,Body Weight Pin,Black,Male,26.0,Fled on Foot                                                                   ,1,North Loop
5/22/2020 22:54,Traffic Law Enforcement ,No,MJINMV  ,,Bodily Force,Takedown,Black,Male,40.0,Verbal Non-Compliance                                                          ,4,Jordan
5/23/2020 19:20,Disturbance ,Yes,ASLT4   ,,Bodily Force,Takedown,Black,Female,15.0,Assaulted Officer                                                              ,1,Downtown West
5/24/2020 6:38,Assault in Progress ,Yes,ASLT5   ,,Bodily Force,Body Weight Pin,Black,Male,48.0,Tensed                                                                         ,1,North Loop
5/24/2020 6:38,Assault in Progress ,Yes,ASLT5   ,,Bodily Force,Knee,Black,Male,48.0,Tensed                                                                         ,1,North Loop
5/24/2020 6:38,Assault in Progress ,Yes,ASLT5   ,,Taser,Touch,Black,Male,48.0,Tensed                                                                         ,1,North Loop
5/24/2020 6:38,Assault in Progress ,Yes,ASLT5   ,,Bodily Force,Takedown,Black,Male,48.0,Tensed                                                                         ,1,North Loop
5/24/2020 19:45,Check the Welfare ,Yes,THREAT  ,,Bodily Force,Takedown,White,Male,26.0,Tensed                                                                         ,2,Marcy Holmes
5/24/2020 19:45,Check the Welfare ,Yes,THREAT  ,,Bodily Force,Takedown,White,Male,26.0,Fled on Foot                                                                   ,2,Marcy Holmes
5/26/2020 0:34,Suspicious Person ,No,DISCON  ,,Chemical Irritant,Personal Mace,Black,Male,,Other                                                                          ,1,Loring Park
5/26/2020 0:34,Suspicious Person ,No,DISCON  ,,Chemical Irritant,Personal Mace,Black,Male,,,1,Loring Park
5/26/2020 16:38,Police Event ,Yes,FORCE   ,,Less Lethal,Bean Bag Round,,Male,,Assaulted Officer                                                              ,3,Longfellow
5/26/2020 16:38,Police Event ,Yes,FORCE   ,,Chemical Irritant,Crowd Control Mace,Black,Male,,,3,Longfellow
5/26/2020 18:05,Person with a Gun ,Yes,ASMBLY  ,,Chemical Irritant,Crowd Control Mace,White,Male,,Other                                                                          ,3,Powderhorn Park
5/26/2020 22:29,Police Event ,No,FORCE   ,,Less Lethal,Bean Bag Round,,Male,,Assaulted Officer                                                              ,3,Longfellow
5/26/2020 22:29,Police Event ,No,FORCE   ,,Less Lethal,Bean Bag Round,,,,Commission of a Crime                                                          ,3,Longfellow
5/26/2020 22:29,Police Event ,No,FORCE   ,,Chemical Irritant,Crowd Control Mace,,,,Verbal Non-Compliance                                                          ,3,Longfellow
5/26/2020 22:29,Police Event ,No,FORCE   ,,Chemical Irritant,Chemical Munitions,,,,Assaulted Officer                                                              ,3,Longfellow
5/26/2020 22:29,Police Event ,No,FORCE   ,,Less Lethal,Bean Bag Round,,Male,,Assaulted Officer                                                              ,3,Longfellow
5/26/2020 22:29,Police Event ,No,FORCE   ,,Chemical Irritant,Personal Mace,,,,,3,Longfellow
5/26/2020 22:29,Police Event ,No,FORCE   ,,Less Lethal,Bean Bag Round,,Male,,Assaulted Officer                                                              ,3,Longfellow
5/26/2020 22:29,Police Event ,No,FORCE   ,,Less Lethal,Bean Bag Round,,Male,,Assaulted Officer                                                              ,3,Longfellow
5/26/2020 22:29,Police Event ,No,FORCE   ,,Less Lethal,Bean Bag Round,,Male,,Other                                                                          ,3,Longfellow
5/26/2020 22:29,Police Event ,No,FORCE   ,,Chemical Irritant,Personal Mace,White,Male,,Other                                                                          ,3,Longfellow
5/26/2020 22:29,Police Event ,No,FORCE   ,,Less Lethal,Bean Bag Round,Black,Male,,Assaulted Officer                                                              ,3,Longfellow
5/26/2020 22:29,Police Event ,No,FORCE   ,,Less Lethal,Bean Bag Round,,,,Assaulted Officer                                                              ,3,Longfellow
5/26/2020 22:29,Police Event ,No,FORCE   ,,Less Lethal,Bean Bag Round,,,,Assaulted Officer                                                              ,3,Longfellow
5/26/2020 22:29,Police Event ,No,FORCE   ,,Less Lethal,Bean Bag Round,,,,Assaulted Officer                                                              ,3,Longfellow
5/26/2020 22:29,Police Event ,No,FORCE   ,,Chemical Irritant,Crowd Control Mace,,,,Other                                                                          ,3,Longfellow
5/26/2020 22:29,Police Event ,No,FORCE   ,,Less Lethal,Bean Bag Round,White,Male,,Assaulted Officer                                                              ,3,Longfellow
5/26/2020 22:29,Police Event ,No,FORCE   ,,Chemical Irritant,Crowd Control Mace,Black,Male,,Other                                                                          ,3,Longfellow
5/26/2020 22:29,Police Event ,No,FORCE   ,,Less Lethal,Bean Bag Round,,Male,,,3,Longfellow
5/27/2020 11:36,Miscellaneous ,Yes,ASLT4   ,,Chemical Irritant,Crowd Control Mace,,,,Other                                                                          ,3,Longfellow
5/27/2020 11:36,Miscellaneous ,Yes,ASLT4   ,,Chemical Irritant,Crowd Control Mace,,,,,3,Longfellow
5/27/2020 11:36,Miscellaneous ,Yes,ASLT4   ,,Less Lethal,Bean Bag Round,,,,Assaulted Officer                                                              ,3,Longfellow
5/27/2020 11:36,Miscellaneous ,Yes,ASLT4   ,,Chemical Irritant,Crowd Control Mace,,Male,,Other                                                                          ,3,Longfellow
5/27/2020 11:36,Miscellaneous ,Yes,ASLT4   ,,Chemical Irritant,Chemical Munitions,,,,Assaulted Officer                                                              ,3,Longfellow
5/27/2020 11:36,Miscellaneous ,Yes,ASLT4   ,,Chemical Irritant,Crowd Control Mace,,Male,,Commission of a Crime                                                          ,3,Longfellow
5/27/2020 11:36,Miscellaneous ,Yes,ASLT4   ,,Chemical Irritant,Crowd Control Mace,,Male,,Assaulted Officer                                                              ,3,Longfellow
5/27/2020 11:36,Miscellaneous ,Yes,ASLT4   ,,Less Lethal,Bean Bag Round,White,Male,,Assaulted Officer                                                              ,3,Longfellow
5/27/2020 11:36,Miscellaneous ,Yes,ASLT4   ,,Chemical Irritant,Crowd Control Mace,,Male,,Other                                                                          ,3,Longfellow
5/27/2020 11:36,Miscellaneous ,Yes,ASLT4   ,,Less Lethal,Bean Bag Round,,,,Assaulted Officer                                                              ,3,Longfellow
5/27/2020 11:36,Miscellaneous ,Yes,ASLT4   ,,Chemical Irritant,Crowd Control Mace,Black,Male,,Other                                                                          ,3,Longfellow
5/27/2020 11:36,Miscellaneous ,Yes,ASLT4   ,,Less Lethal,Bean Bag Round,White,Male,,Assaulted Officer                                                              ,3,Longfellow
5/27/2020 11:36,Miscellaneous ,Yes,ASLT4   ,,Less Lethal,Bean Bag Round,White,Male,,Assaulted Officer                                                              ,3,Longfellow
5/27/2020 11:36,Miscellaneous ,Yes,ASLT4   ,,Less Lethal,Bean Bag Round,White,Male,,Assaulted Officer                                                              ,3,Longfellow
5/27/2020 11:36,Miscellaneous ,Yes,ASLT4   ,,Less Lethal,Bean Bag Round,White,Male,,Assaulted Officer                                                              ,3,Longfellow
5/27/2020 11:36,Miscellaneous ,Yes,ASLT4   ,,Chemical Irritant,Crowd Control Mace,,,,,3,Longfellow
5/27/2020 11:36,Miscellaneous ,Yes,ASLT4   ,,Chemical Irritant,Crowd Control Mace,Black,Male,,Commission of a Crime                                                          ,3,Longfellow
5/27/2020 11:36,Miscellaneous ,Yes,ASLT4   ,,Chemical Irritant,Crowd Control Mace,Black,Male,,Other                                                                          ,3,Longfellow
5/27/2020 12:39,Domestic Abuse-In Progress ,No,DASTR   ,,Bodily Force,Body Weight Pin,White,Male,37.0,Other                                                                          ,4,Folwell
5/27/2020 12:39,Domestic Abuse-In Progress ,No,DASTR   ,,Bodily Force,Takedown,White,Male,37.0,Other                                                                          ,4,Folwell
5/27/2020 12:39,Domestic Abuse-In Progress ,No,DASTR   ,,Maximal Restraint Technique,Side Recovery Position,White,Male,37.0,Other                                                                          ,4,Folwell
5/28/2020 0:07,Burglary Biz - In Progress ,No,BURGB   ,,Chemical Irritant,Personal Mace,Black,Male,,Commission of a Crime                                                          ,5,Lowry Hill East
5/28/2020 0:07,Burglary Biz - In Progress ,No,BURGB   ,,Bodily Force,Body Weight Pin,Black,Male,,Commission of a Crime                                                          ,5,Lowry Hill East
5/28/2020 1:35,Burglary Biz - In Progress ,Yes,OBSTRU  ,,Bodily Force,Body Weight Pin,Black,Male,27.0,Tensed                                                                         ,1,Downtown West
5/28/2020 1:35,Burglary Biz - In Progress ,Yes,OBSTRU  ,,Bodily Force,Takedown,Black,Male,27.0,Tensed                                                                         ,1,Downtown West
5/28/2020 1:35,Burglary Biz - In Progress ,Yes,OBSTRU  ,,Bodily Force,Takedown,Black,Male,27.0,Tensed                                                                         ,1,Downtown West
5/28/2020 1:35,Burglary Biz - In Progress ,Yes,OBSTRU  ,,Bodily Force,Knee,Black,Male,27.0,Tensed                                                                         ,1,Downtown West
5/28/2020 1:35,Burglary Biz - In Progress ,Yes,OBSTRU  ,,Bodily Force,Body Weight Pin,Black,Male,27.0,Tensed                                                                         ,1,Downtown West
5/28/2020 2:52,Burglary Biz - In Progress ,No,BURGB   ,,Chemical Irritant,Crowd Control Mace,Black,Male,20.0,Fled on Foot                                                                   ,5,Lowry Hill East
5/28/2020 3:18,Burglary Biz - In Progress ,No,BURGB   ,,Chemical Irritant,Crowd Control Mace,Black,Male,31.0,,5,Lyndale
5/28/2020 3:18,Burglary Biz - In Progress ,No,BURGB   ,,Chemical Irritant,Crowd Control Mace,Black,Male,31.0,,5,Lyndale
5/28/2020 3:50,Chase on Foot ,No,ASLT2   ,,Less Lethal,Bean Bag Round,Black,Male,25.0,Assaulted Officer                                                              ,3,Corcoran
5/28/2020 7:57,Police Event ,Yes,RIOT    ,,Chemical Irritant,Crowd Control Mace,,,,Assaulted Officer                                                              ,3,Longfellow
5/28/2020 16:22,Police Event ,No,ASLT4   ,,Chemical Irritant,Crowd Control Mace,White,Male,,Commission of a Crime                                                          ,1,Downtown West
5/28/2020 16:22,Police Event ,No,ASLT4   ,,Less Lethal,Bean Bag Round,,,,Assaulted Police Horse                                                         ,1,Downtown West
5/28/2020 16:22,Police Event ,No,ASLT4   ,,Less Lethal,Bean Bag Round,White,Male,,Assaulted Officer                                                              ,1,Downtown West
5/28/2020 16:22,Police Event ,No,ASLT4   ,,Chemical Irritant,Crowd Control Mace,Black,Male,,Tensed                                                                         ,1,Downtown West
5/28/2020 16:22,Police Event ,No,ASLT4   ,,Chemical Irritant,Crowd Control Mace,,,,Assaulted Officer                                                              ,1,Downtown West
5/28/2020 16:22,Police Event ,No,ASLT4   ,,Chemical Irritant,Crowd Control Mace,,,,Assaulted Officer                                                              ,1,Downtown West
5/28/2020 16:33,Animal Bite ,Yes,ABITE   ,,Chemical Irritant,Crowd Control Mace,,,,Other                                                                          ,5,Kenwood
